Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
0536-ESJEP,Male,48,Yes,0,Rough And Ready,95975,39.225634,-121.156163,8,54,None,Yes,14.18,No,Yes,DSL,25,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.55,4191.45,0,0,765.72,4957.17,Stayed,NULL,NULL
0537-QYZZN,Male,66,Yes,2,Petaluma,94952,38.237018,-122.77872,6,24,Offer C,Yes,4.06,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.85,1857.75,0,0,97.44,1955.19,Stayed,NULL,NULL
0541-FITGH,Female,59,Yes,0,Hornitos,95325,37.479926,-120.230424,6,2,Offer E,Yes,48.39,No,Yes,Cable,24,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,62.15,113.1,0,0,96.78,209.88,Joined,NULL,NULL
0549-CYCQN,Male,69,No,0,Flournoy,96029,39.84784,-122.544556,0,51,None,Yes,24.92,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.6,3974.7,16.73,0,1270.92,5228.89,Stayed,NULL,NULL
0550-DCXLH,Male,64,No,0,Thermal,92274,33.53604,-116.119222,0,13,None,Yes,40.99,No,Yes,DSL,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,73.35,931.55,49.02,0,532.87,1415.4,Stayed,NULL,NULL
0556-FJEGU,Male,26,No,0,Lafayette,94549,37.907777,-122.127161,0,58,Offer B,Yes,47.47,No,Yes,DSL,69,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,70.1,4048.95,0,0,2753.26,6802.21,Stayed,NULL,NULL
0557-ASKVU,Female,43,Yes,0,Beverly Hills,90210,34.099891,-118.414338,2,18,Offer D,Yes,44.97,No,Yes,Cable,7,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.4,957.1,0,0,809.46,1766.56,Stayed,NULL,NULL
0562-FGDCR,Female,61,Yes,3,Whitmore,96096,40.637105,-121.906949,9,72,None,Yes,21.84,Yes,Yes,DSL,30,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,74.55,5430.65,0,0,1572.48,7003.13,Stayed,NULL,NULL
0564-JJHGS,Male,45,No,0,Guerneville,95446,38.52576,-123.013347,0,9,None,Yes,19.22,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5,829.1,0,0,172.98,1002.08,Churned,Dissatisfaction,Limited range of services
0564-MUUQK,Female,28,Yes,2,Imperial Beach,91932,32.579134,-117.119009,5,20,None,Yes,38.71,Yes,Yes,Fiber Optic,48,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5,1916.2,0,0,774.2,2690.4,Stayed,NULL,NULL
0565-IYCGT,Male,51,No,0,San Diego,92117,32.825086,-117.199424,0,69,Offer A,Yes,29.38,Yes,Yes,DSL,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,78.6,5356.45,0,0,2027.22,7383.67,Churned,Competitor,Competitor made better offer
0565-JUPYD,Male,26,No,0,Benicia,94510,38.113533,-122.11926,0,63,None,Yes,21.45,Yes,Yes,Fiber Optic,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,104.5,6590.8,0,0,1351.35,7942.15,Stayed,NULL,NULL
0567-GGCAC,Female,38,No,0,Biola,93606,36.798882,-120.019511,0,7,None,Yes,15.84,No,Yes,DSL,14,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,438.9,0,0,110.88,549.78,Stayed,NULL,NULL
0570-BFQHT,Female,38,No,0,Anderson,96007,40.448632,-122.306657,0,9,None,Yes,32.57,No,Yes,Fiber Optic,13,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.55,653.9,2.28,0,293.13,944.75,Stayed,NULL,NULL
0572-ZJKLT,Female,32,Yes,1,Chester,96020,40.243494,-121.154733,10,46,Offer B,Yes,49.26,Yes,Yes,Fiber Optic,18,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.65,4630.2,9.35,0,2265.96,6886.81,Stayed,NULL,NULL
0575-CUQOV,Male,76,Yes,0,Hilmar,95324,37.394536,-120.890747,10,60,Offer B,Yes,17.05,No,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,97.95,5867,0,0,1023,6890,Stayed,NULL,NULL
0576-WNXXC,Male,70,Yes,0,Parlier,93648,36.622237,-119.521126,1,27,None,Yes,39.49,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55,2510.2,0,0,1066.23,3576.43,Churned,Dissatisfaction,Service dissatisfaction
0577-WHMEV,Female,19,Yes,0,San Jose,95133,37.371862,-121.860349,2,16,Offer D,Yes,27.83,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.7,1374.9,0,0,445.28,1820.18,Stayed,NULL,NULL
0578-SKVMF,Female,23,Yes,0,Seeley,92273,32.790282,-115.689559,4,22,None,Yes,4.01,No,Yes,Cable,53,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.3,1845.9,0,0,88.22,1934.12,Churned,Competitor,Competitor had better devices
0580-PIQHM,Female,21,Yes,1,Riverside,92503,33.890046,-117.455583,7,41,Offer B,Yes,14.73,Yes,Yes,Fiber Optic,82,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.6,3930.55,0,0,603.93,4534.48,Stayed,NULL,NULL
0581-BXBUB,Female,76,No,0,Penn Valley,95946,39.203817,-121.19584,0,4,None,Yes,35.67,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,72.75,317.75,0,0,142.68,460.43,Stayed,NULL,NULL
0581-MDMPW,Female,63,No,0,San Jose,95148,37.339533,-121.777179,0,24,Offer C,Yes,44.09,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.95,2072.75,0,0,1058.16,3130.91,Stayed,NULL,NULL
0584-BJQGZ,Female,19,No,0,Taylorsville,95983,40.053684,-120.743116,0,25,None,Yes,28.05,Yes,Yes,Cable,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.35,1837.9,0,0,701.25,2539.15,Stayed,NULL,NULL
0585-EGDDA,Male,41,Yes,0,Etna,96027,41.405193,-123.008567,8,40,Offer B,Yes,39.22,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80,3168.75,41.74,0,1568.8,4695.81,Stayed,NULL,NULL
0587-DMGBH,Female,48,No,0,Willows,95988,39.493991,-122.286363,0,8,None,Yes,37.79,No,Yes,Cable,25,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.85,365.55,13.01,10,302.32,664.86,Churned,Competitor,Competitor offered higher download speeds
0595-ITUDF,Male,21,Yes,1,Fairfax,94930,37.971751,-122.611873,0,64,None,Yes,34.58,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.8,5960.5,0,0,2213.12,8173.62,Stayed,NULL,NULL
0596-BQCEQ,Female,32,Yes,0,Hydesville,95547,40.557314,-124.081662,1,62,None,Yes,48.58,No,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,6283.3,0,0,3011.96,9295.26,Churned,Competitor,Competitor had better devices
0599-XNYDO,Female,51,Yes,0,Graton,95444,38.434362,-122.86891,0,20,None,Yes,43.49,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,1540.35,0,0,869.8,2410.15,Stayed,NULL,NULL
0602-DDUML,Female,21,No,0,Fallbrook,92028,33.362575,-117.299644,0,57,None,Yes,36.14,No,Yes,Cable,48,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,69.75,3894.4,0,0,2059.98,5954.38,Stayed,NULL,NULL
0603-OLQDC,Male,41,No,1,Whittier,90601,34.007353,-118.033683,0,12,Offer D,Yes,27.07,No,Yes,Cable,29,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,69.85,837.5,0,0,324.84,1162.34,Stayed,NULL,NULL
0604-THJFP,Female,40,Yes,0,Castro Valley,94552,37.722727,-122.02157,4,59,Offer B,Yes,8.28,No,Yes,DSL,22,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,75.95,4542.35,0,0,488.52,5030.87,Stayed,NULL,NULL
0607-MVMGC,Male,33,Yes,0,Ranchita,92066,33.215251,-116.53633,3,45,None,Yes,39.82,Yes,Yes,DSL,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,78.75,3600.65,0,0,1791.9,5392.55,Stayed,NULL,NULL
0611-DFXKO,Male,35,Yes,0,Comptche,95427,39.239818,-123.565432,1,20,Offer D,Yes,18.05,No,Yes,Fiber Optic,5,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89,1820.45,0,0,361,2181.45,Churned,Dissatisfaction,Service dissatisfaction
0617-FHSGK,Male,62,No,0,Rancho Cordova,95670,38.602723,-121.279913,0,49,None,Yes,19.08,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,75.2,3678.3,0,20,934.92,4633.22,Churned,Price,Extra data charges
0618-XWMSS,Male,60,No,0,Wasco,93280,35.652242,-119.4464,0,28,Offer C,Yes,44.28,No,Yes,Fiber Optic,5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2068.55,0,0,1239.84,3308.39,Churned,Price,Long distance charges
0619-OLYUR,Male,32,Yes,0,Garden Grove,92840,33.787165,-117.931889,1,72,None,Yes,47.83,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.9,8071.05,0,0,3443.76,11514.81,Stayed,NULL,NULL
0620-DLSLK,Female,47,No,0,Pasadena,91103,34.167465,-118.165327,0,13,None,Yes,34.18,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,81.9,1028.9,0,0,444.34,1473.24,Stayed,NULL,NULL
0621-HJWXJ,Female,54,Yes,0,Irvine,92618,33.667145,-117.732135,1,63,Offer B,Yes,21.15,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,5029.05,0,0,1332.45,6361.5,Stayed,NULL,NULL
0621-TWIEM,Male,28,No,0,Newhall,91321,34.370378,-118.504118,0,10,Offer D,Yes,34.44,No,Yes,Cable,69,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.55,402.6,0,0,344.4,747,Churned,Attitude,Attitude of support person
0623-EJQEG,Male,50,No,0,Murphys,95247,38.147852,-120.440124,0,65,Offer B,Yes,2.72,Yes,Yes,Fiber Optic,16,Yes,No,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,93.55,6069.25,0,30,176.8,6276.05,Stayed,NULL,NULL
0623-GDISB,Female,63,No,0,San Clemente,92673,33.4725,-117.584273,0,1,None,Yes,16.42,No,Yes,Cable,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.45,48.45,0,0,16.42,64.87,Joined,NULL,NULL
0628-CNQRM,Male,49,Yes,0,Temecula,92592,33.507255,-117.029473,1,22,None,Yes,19.8,No,Yes,Cable,17,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,67.5,1544.05,0,0,435.6,1979.65,Churned,Other,Don't know
0634-SZPQA,Female,64,No,0,San Anselmo,94960,37.99272,-122.575026,0,23,None,Yes,3.55,Yes,Yes,Fiber Optic,4,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.05,2169.8,27.38,0,81.65,2224.07,Churned,Competitor,Competitor offered higher download speeds
0635-WKOLD,Male,33,Yes,0,Ceres,95307,37.553469,-120.952825,0,40,Offer B,Yes,23.74,Yes,Yes,DSL,22,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,70.75,2921.75,0,0,949.6,3871.35,Stayed,NULL,NULL
0637-KVDLV,Male,30,No,0,Elk Grove,95758,38.35363,-121.44195,0,2,Offer E,Yes,17.22,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,162.45,0,0,34.44,196.89,Churned,Other,Don't know
0637-UBJRP,Male,40,Yes,0,Wilton,95693,38.392559,-121.225093,5,13,Offer D,Yes,29.92,No,Yes,Fiber Optic,21,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.05,1095.3,23.97,0,388.96,1460.29,Churned,Competitor,Competitor offered higher download speeds
0637-YLETY,Female,39,No,0,Douglas City,96024,40.586588,-122.903677,0,16,Offer D,Yes,18.99,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.6,1555.65,0,0,303.84,1859.49,Churned,Attitude,Attitude of service provider
0639-TSIQW,Female,28,No,0,White Water,92282,33.972293,-116.654195,0,67,Offer A,Yes,37.5,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,102.95,6886.25,0,0,2512.5,9398.75,Churned,Competitor,Competitor offered more data
0641-EVBOJ,Male,61,No,0,Coarsegold,93614,37.212191,-119.749323,0,3,None,Yes,44.97,No,Yes,Fiber Optic,16,Yes,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,82.3,214.4,0,20,134.91,369.31,Joined,NULL,NULL
0643-OKLRP,Female,73,Yes,0,Azusa,91702,34.174493,-117.87068,1,47,None,Yes,38.31,Yes,Yes,Fiber Optic,7,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,80.35,3825.85,0,90,1800.57,5716.42,Churned,Dissatisfaction,Network reliability
0644-OQMDK,Male,69,No,0,Merced,95348,37.40122,-120.514191,0,4,Offer E,Yes,6.18,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.65,293.85,0,0,24.72,318.57,Stayed,NULL,NULL
0650-BWOZN,Female,71,No,0,Aguanga,92536,33.482243,-116.827173,0,18,None,Yes,7.51,No,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,73.55,1359.45,0,0,135.18,1494.63,Stayed,NULL,NULL
0654-HMSHN,Male,45,Yes,0,Mojave,93501,35.097323,-118.171288,1,21,Offer D,Yes,42.65,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,104.4,2157.95,0,0,895.65,3053.6,Churned,Attitude,Attitude of support person
0654-PQKDW,Female,58,Yes,2,Pescadero,94060,37.22565,-122.297533,5,62,None,Yes,42.05,No,Yes,DSL,20,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.75,4263.45,0,0,2607.1,6870.55,Stayed,NULL,NULL
0655-RBDUG,Male,32,No,0,Alviso,95002,37.449537,-121.994813,0,7,Offer E,Yes,9.25,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.05,713,0,0,64.75,777.75,Churned,Competitor,Competitor had better devices
0655-YDGFJ,Male,34,No,0,Palm Springs,92264,33.745746,-116.514215,0,29,Offer C,Yes,10.06,No,Yes,DSL,25,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.95,1323.7,0,0,291.74,1615.44,Stayed,NULL,NULL
0657-DOGUM,Female,35,Yes,0,Rancho Cucamonga,91739,34.133809,-117.523724,1,48,Offer B,Yes,44.72,Yes,Yes,DSL,13,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60.6,2985.25,0,100,2146.56,5231.81,Stayed,NULL,NULL
0661-KBKPA,Male,43,Yes,3,Seaside,93955,36.625114,-121.823565,7,53,None,Yes,31.86,Yes,Yes,DSL,56,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,78.75,3942.45,0,0,1688.58,5631.03,Stayed,NULL,NULL
0661-WCQNQ,Male,56,Yes,0,Orleans,95556,41.269521,-123.546958,8,22,Offer D,Yes,7.68,No,Yes,DSL,7,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,56.25,1292.2,0,100,168.96,1561.16,Stayed,NULL,NULL
0665-XHDJU,Male,21,Yes,0,Monte Rio,95462,38.471049,-123.015549,7,72,None,Yes,34.95,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.4,7285.7,0,0,2516.4,9802.1,Stayed,NULL,NULL
0666-UXTJO,Male,80,Yes,0,Morongo Valley,92256,34.097863,-116.594561,4,34,Offer C,Yes,29.66,No,Yes,Fiber Optic,29,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.2,2874.45,0,0,1008.44,3882.89,Stayed,NULL,NULL
0667-NSRGI,Female,45,Yes,0,Lodi,95240,38.123544,-121.159078,3,48,None,Yes,17.03,Yes,Yes,DSL,15,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.55,3435.6,0,0,817.44,4253.04,Stayed,NULL,NULL
0670-ANMUU,Male,47,No,0,Chino Hills,91709,33.942895,-117.725644,0,71,None,Yes,16.57,Yes,Yes,Fiber Optic,5,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,97.65,6687.85,0,0,1176.47,7864.32,Stayed,NULL,NULL
0674-DGMAQ,Male,78,Yes,0,Elk,95432,39.108252,-123.645121,9,32,Offer C,Yes,43.54,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,93.5,2970.8,0,0,1393.28,4364.08,Stayed,NULL,NULL
0674-EYYZV,Female,41,No,0,Los Angeles,90065,34.108833,-118.229715,0,1,None,Yes,36.33,No,Yes,DSL,4,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.65,54.65,0,0,36.33,90.98,Joined,NULL,NULL
0674-GCDXG,Male,20,No,0,Bakersfield,93308,35.559617,-118.925185,0,63,Offer B,Yes,42.59,Yes,Yes,DSL,85,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.9,4479.2,0,0,2683.17,7162.37,Stayed,NULL,NULL
0675-NCDYU,Female,61,Yes,2,Placentia,92870,33.881158,-117.854783,1,72,Offer A,Yes,28.86,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.4,8543.25,0,0,2077.92,10621.17,Stayed,NULL,NULL
0678-RLHVP,Female,33,No,0,Redwood City,94065,37.527497,-122.230941,0,53,Offer B,Yes,12.92,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.55,5682.25,0,0,684.76,6367.01,Stayed,NULL,NULL
0679-IDSTG,Female,73,Yes,0,Branscomb,95417,39.710591,-123.682799,1,1,None,Yes,37.3,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0,0,37.3,106.55,Churned,Competitor,Competitor had better devices
0679-TDGAK,Male,29,Yes,1,Fresno,93727,36.751489,-119.68072,1,50,None,Yes,31.83,No,Yes,Cable,47,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,75.5,4025.6,0,100,1591.5,5717.1,Stayed,NULL,NULL
0680-DFNNY,Male,62,Yes,0,Winters,95694,38.578604,-122.024579,1,15,None,Yes,40.7,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.1,1504.05,0,0,610.5,2114.55,Churned,Competitor,Competitor offered more data
0682-USIXD,Female,40,Yes,0,Diamond Bar,91765,33.992416,-117.807874,7,21,None,Yes,14.81,No,Yes,Fiber Optic,25,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,1818.9,0,0,311.01,2129.91,Stayed,NULL,NULL
0684-AOSIH,Male,42,Yes,0,Oro Grande,92368,34.647959,-117.296957,1,1,None,Yes,12.04,No,Yes,Cable,5,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95,95,0,0,12.04,107.04,Churned,Dissatisfaction,Network reliability
0685-MLYYM,Female,74,No,0,Buena Park,90620,33.845706,-118.012204,0,2,Offer E,Yes,9.86,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.75,154.85,0,0,19.72,174.57,Churned,Price,Long distance charges
0687-ZVTHB,Male,24,Yes,0,Richmond,94805,37.941456,-122.320968,1,65,Offer B,Yes,26.75,Yes,Yes,Cable,51,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,72.45,4653.85,14.23,0,1738.75,6378.37,Churned,Competitor,Competitor offered more data
0689-DSXGL,Female,61,Yes,1,Yreka,96097,41.764869,-122.671316,3,52,Offer B,Yes,16.87,No,Yes,Fiber Optic,24,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.8,4433.3,0,0,877.24,5310.54,Stayed,NULL,NULL
0689-NKYLF,Male,42,No,0,Los Angeles,90066,34.002028,-118.430656,0,13,Offer D,Yes,35.4,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.2,1060.6,0,0,460.2,1520.8,Churned,Attitude,Attitude of support person
0691-IFBQW,Female,65,No,0,Biola,93606,36.798882,-120.019511,0,46,None,Yes,2.37,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110,4874.8,0,0,109.02,4983.82,Churned,Competitor,Competitor made better offer
0691-JVSYA,Female,24,Yes,0,Pasadena,91103,34.167465,-118.165327,5,53,None,Yes,40.62,No,Yes,Fiber Optic,73,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.85,5000.2,18.55,0,2152.86,7134.51,Churned,Competitor,Competitor had better devices
0691-NIKRI,Female,41,No,0,Elverta,95626,38.734997,-121.463719,0,40,Offer B,Yes,16.73,Yes,Yes,Fiber Optic,14,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.95,4335.2,0,0,669.2,5004.4,Stayed,NULL,NULL
0696-UKTOX,Male,64,No,1,North Hills,91343,34.238802,-118.482296,0,23,None,Yes,8.4,No,Yes,Cable,27,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.15,1312.45,0,40,193.2,1545.65,Stayed,NULL,NULL
0697-ZMSWS,Male,19,No,0,Los Angeles,90023,34.017697,-118.200577,0,4,None,Yes,6.91,Yes,Yes,Fiber Optic,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,338.9,0,0,27.64,366.54,Churned,Dissatisfaction,Limited range of services
0701-RFGFI,Female,56,Yes,6,La Mesa,91941,32.759327,-116.99726,6,49,Offer B,Yes,8.18,Yes,Yes,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,4613.95,0,0,400.82,5014.77,Stayed,NULL,NULL
0701-TJSEF,Male,45,No,0,Santa Barbara,93105,34.037342,-119.80079,0,9,Offer E,Yes,32.31,No,Yes,Cable,24,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.25,576.95,0,0,290.79,867.74,Stayed,NULL,NULL
0702-PGIBZ,Male,28,No,0,Dutch Flat,95714,39.197215,-120.83679,0,4,Offer E,Yes,26.16,Yes,Yes,Fiber Optic,85,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.7,364.55,1.48,0,104.64,467.71,Churned,Competitor,Competitor made better offer
0707-HOVVN,Female,79,No,0,Mi Wuk Village,95346,38.121601,-120.133915,0,70,Offer A,Yes,47.27,Yes,Yes,Cable,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.5,5212.65,0,0,3308.9,8521.55,Stayed,NULL,NULL
0708-LGSMF,Male,56,Yes,0,Milpitas,95035,37.441931,-121.878502,1,13,Offer D,Yes,14.32,Yes,Yes,DSL,4,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.85,902.25,0,0,186.16,1088.41,Stayed,NULL,NULL
0708-SJDIS,Female,32,No,0,West Hollywood,90069,34.093781,-118.381061,0,34,Offer C,Yes,45.28,Yes,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,65,2157.5,0,0,1539.52,3697.02,Stayed,NULL,NULL
0709-TVGUR,Female,70,No,0,Stockton,95207,38.002125,-121.324979,0,9,None,Yes,17.56,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,622.9,33.25,0,158.04,747.69,Churned,Competitor,Competitor had better devices
0716-BQNDX,Male,77,No,0,Madera,93637,36.902954,-120.194274,0,57,None,Yes,2.21,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,93.75,5625.55,0,0,125.97,5751.52,Stayed,NULL,NULL
0719-SYFRB,Female,52,No,0,Norco,92860,33.925833,-117.559639,0,12,Offer D,Yes,36.24,Yes,Yes,DSL,30,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,61.65,713.75,0,0,434.88,1148.63,Churned,Competitor,Competitor offered higher download speeds
0722-SVSFK,Female,45,No,0,Half Moon Bay,94019,37.45567,-122.407992,0,7,None,Yes,39.02,No,Yes,Fiber Optic,25,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,715,0,0,273.14,988.14,Stayed,NULL,NULL
